Player,Career Span,Career Start,Career End,Matches Played,Innings Batted,Not Outs,Runs Scored,Highest Innings Score,Highest Innings Score Num,Batting Avg,Balls Faced,Batting Strike Rate,Hundreds Scored,Scores Of Fifty Or More,Ducks Scored,Country,Player Count,5000+ Runs Scored,40+ Batting Avg,90+ Batting Strike Rate
WA Wisneski (2000-2000),2000-2000,2000,2000,3,2,1,10,6,6,10.00,17,58.82,0,0,0,New Zealand,1,0,0,0
CE Bulfin (1999-1999),1999-1999,1999,1999,4,2,1,9,7*,7,9.00,8,112.50,0,0,0,New Zealand,1,0,0,0
MS Chapman (2018-2018),2018-2018,2018,2018,3,3,0,9,8,8,3.00,23,39.13,0,0,1,New Zealand,1,0,0,0
CJ Drum (1999-1999),1999-1999,1999,1999,5,2,2,9,7*,7,-,22,40.90,0,0,0,New Zealand,1,0,0,0
MJ Haslam (1992-1992),1992-1992,1992,1992,1,1,0,9,9,9,9.00,18,50.00,0,0,0,New Zealand,1,0,0,0
GP Sulzberger (2000-2000),2000-2000,2000,2000,3,2,1,9,6*,6,9.00,15,60.00,0,0,0,New Zealand,1,0,0,0
CS Martin (2001-2008),2001-2008,2001,2008,20,7,2,8,3,3,1.60,27,29.62,0,0,2,New Zealand,1,0,0,0
RJ Webb (1983-1983),1983-1983,1983,1983,3,1,1,6,6*,6,-,10,60.00,0,0,0,New Zealand,1,0,0,0
LJ Hamilton (2005-2005),2005-2005,2005,2005,2,2,2,3,2*,2,-,6,50.00,0,0,0,New Zealand,1,0,0,0
RT Hart (1985-1985),1985-1985,1985,1985,1,1,0,3,3,3,3.00,29,10.34,0,0,0,New Zealand,1,0,0,0
DJ Murray (1994-1994),1994-1994,1994,1994,1,1,0,3,3,3,3.00,17,17.64,0,0,0,New Zealand,1,0,0,0
"IE O'Brien (2008-2009)",2008-2009,2008,2009,10,2,2,3,3*,3,-,11,27.27,0,0,0,New Zealand,1,0,0,0
RE Redmond (1973-1973),1973-1973,1973,1973,2,1,0,3,3,3,3.00,11,27.27,0,0,0,New Zealand,1,0,0,0
"DR O'Sullivan (1974-1976)",1974-1976,1974,1976,3,2,1,2,1*,1,2.00,5,40.00,0,0,0,New Zealand,1,0,0,0
SJ Roberts (1990-1990),1990-1990,1990,1990,2,1,1,1,1*,1,-,2,50.00,0,0,0,New Zealand,1,0,0,0
BP Bracewell (1978-1978),1978-1978,1978,1978,1,1,1,0,0*,0,-,4,0.00,0,0,0,New Zealand,1,0,0,0
RG Hart (2002-2002),2002-2002,2002,2002,2,1,0,0,0,0,0.00,9,0.00,0,0,1,New Zealand,1,0,0,0
AW Mathieson (2015-2015),2015-2015,2015,2015,1,1,1,0,0*,0,-,0,-,0,0,0,New Zealand,1,0,0,0
JP Millmow (1990-1990),1990-1990,1990,1990,5,1,1,0,0*,0,-,3,0.00,0,0,0,New Zealand,1,0,0,0
MB Owens (1992-1992),1992-1992,1992,1992,1,1,0,0,0,0,0.00,3,0.00,0,0,1,New Zealand,1,0,0,0
NM Parker (1976-1976),1976-1976,1976,1976,1,1,0,0,0,0,0.00,3,0.00,0,0,1,New Zealand,1,0,0,0
GW Aldridge (2011-2011),2011-2011,2011,2011,2,-,-,-,-,-,-,-,-,-,-,-,New Zealand,1,0,0,0
MD Bailey (1998-1998),1998-1998,1998,1998,1,-,-,-,-,-,-,-,-,-,-,-,New Zealand,1,0,0,0
SHA Rance (2017-2017),2017-2017,2017,2017,2,-,-,-,-,-,-,-,-,-,-,-,New Zealand,1,0,0,0
LW Stott (1979-1979),1979-1979,1979,1979,1,-,-,-,-,-,-,-,-,-,-,-,New Zealand,1,0,0,0
EP Thompson (2009-2009),2009-2009,2009,2009,1,-,-,-,-,-,-,-,-,-,-,-,New Zealand,1,0,0,0
KP Walmsley (2003-2003),2003-2003,2003,2003,2,-,-,-,-,-,-,-,-,-,-,-,New Zealand,1,0,0,0
SR Tendulkar (1989-2012),1989-2012,1989,2012,463,452,41,18426,200*,200,44.83,21367,86.23,49,96,20,India,1,1,1,0
SC Ganguly (1992-2007),1992-2007,1992,2007,308,297,23,11221,183,183,40.95,15235,73.65,22,71,16,India,1,1,1,0
R Dravid (1996-2011),1996-2011,1996,2011,340,314,39,10768,153,153,39.15,15126,71.18,12,82,13,India,1,1,0,0
V Kohli (2008-2018),2008-2018,2008,2018,216,208,37,10232,183,183,59.83,11016,92.88,38,48,12,India,1,1,1,1
MS Dhoni (2004-2018),2004-2018,2004,2018,329,278,77,9999,183*,183,49.74,11435,87.44,9,67,9,India,1,1,1,0
M Azharuddin (1985-2000),1985-2000,1985,2000,334,308,54,9378,153*,153,36.92,12669,74.02,7,58,9,India,1,1,0,0
Yuvraj Singh (2000-2017),2000-2017,2000,2017,301,275,39,8609,150,150,36.47,9846,87.43,14,52,18,India,1,1,0,0
V Sehwag (1999-2013),1999-2013,1999,2013,241,235,9,7995,219,219,35.37,7655,104.44,15,37,14,India,1,1,0,1
RG Sharma (2007-2018),2007-2018,2007,2018,193,187,31,7454,264,264,47.78,8406,88.67,21,37,12,India,1,1,1,0
SK Raina (2005-2018),2005-2018,2005,2018,226,194,35,5615,116*,116,35.31,6005,93.50,5,36,14,India,1,1,0,1
A Jadeja (1992-2000),1992-2000,1992,2000,196,179,36,5359,119,119,37.47,7677,69.80,6,30,10,India,1,1,0,0
G Gambhir (2003-2013),2003-2013,2003,2013,147,143,11,5238,150*,150,39.68,6144,85.25,11,34,11,India,1,1,0,0
S Dhawan (2010-2018),2010-2018,2010,2018,115,114,6,4935,137,137,45.69,5234,94.28,15,25,3,India,1,0,1,1
NS Sidhu (1987-1998),1987-1998,1987,1998,136,127,8,4413,134*,134,37.08,6329,69.72,6,33,7,India,1,0,0,0
K Srikkanth (1981-1992),1981-1992,1981,1992,146,145,4,4091,123,123,29.01,5702,71.74,4,27,11,India,1,0,0,0
N Kapil Dev (1978-1994),1978-1994,1978,1994,225,198,39,3783,175*,175,23.79,3979,95.07,1,14,13,India,1,0,0,1
DB Vengsarkar (1976-1991),1976-1991,1976,1991,129,120,19,3508,105,105,34.73,5179,67.73,1,23,7,India,1,0,0,0
RJ Shastri (1981-1992),1981-1992,1981,1992,150,128,21,3108,109,109,29.04,5089,61.07,4,18,5,India,1,0,0,0
SM Gavaskar (1974-1987),1974-1987,1974,1987,108,102,14,3092,103*,103,35.13,4966,62.26,1,27,8,India,1,0,0,0
AM Rahane (2011-2018),2011-2018,2011,2018,90,87,3,2962,111,111,35.26,3767,78.63,3,24,6,India,1,0,0,0
M Kaif (2002-2006),2002-2006,2002,2006,125,110,24,2753,111*,111,32.01,3822,72.03,2,17,8,India,1,0,0,0
VG Kambli (1991-2000),1991-2000,1991,2000,104,97,21,2477,106,106,32.59,3443,71.94,2,14,4,India,1,0,0,0
VVS Laxman (1998-2006),1998-2006,1998,2006,86,83,7,2338,131,131,30.76,3282,71.23,6,10,3,India,1,0,0,0
RR Singh (1989-2001),1989-2001,1989,2001,136,113,23,2336,100,100,25.95,3144,74.30,1,9,5,India,1,0,0,0
SV Manjrekar (1988-1996),1988-1996,1988,1996,74,70,10,1994,105,105,33.23,3101,64.30,1,15,3,India,1,0,0,0
RA Jadeja (2009-2018),2009-2018,2009,2018,144,97,33,1982,87,87,30.96,2329,85.10,0,10,5,India,1,0,0,0
M Amarnath (1975-1989),1975-1989,1975,1989,85,75,12,1924,102*,102,30.53,3334,57.70,2,13,2,India,1,0,0,0
M Prabhakar (1984-1996),1984-1996,1984,1996,130,98,21,1858,106,106,24.12,3083,60.26,2,11,8,India,1,0,0,0
KD Karthik (2004-2018),2004-2018,2004,2018,86,73,19,1663,79,79,30.79,2282,72.87,0,9,5,India,1,0,0,0
IK Pathan (2004-2012),2004-2012,2004,2012,120,87,21,1544,83,83,23.39,1941,79.54,0,5,7,India,1,0,0,0
AT Rayudu (2013-2018),2013-2018,2013,2018,45,40,12,1447,124*,124,51.67,1815,79.72,3,9,1,India,1,0,1,0
NR Mongia (1994-2000),1994-2000,1994,2000,140,96,33,1272,69,69,20.19,1846,68.90,0,2,4,India,1,0,0,0
AB Agarkar (1998-2007),1998-2007,1998,2007,191,113,26,1269,95,95,14.58,1574,80.62,0,3,10,India,1,0,0,0
D Mongia (2001-2007),2001-2007,2001,2007,57,51,7,1230,159*,159,27.95,1721,71.47,1,4,4,India,1,0,0,0
Harbhajan Singh (1998-2015),1998-2015,1998,2015,234,126,35,1213,49,49,13.32,1502,80.75,0,0,17,India,1,0,0,0
SM Patil (1980-1986),1980-1986,1980,1986,45,42,1,1005,84,84,24.51,1223,82.17,0,9,4,India,1,0,0,0
RV Uthappa (2006-2015),2006-2015,2006,2015,46,42,6,934,86,86,25.94,1031,90.59,0,6,4,India,1,0,0,1
A Kumble (1990-2007),1990-2007,1990,2007,269,134,47,903,26,26,10.37,1481,60.97,0,0,18,India,1,0,0,0
KM Jadhav (2014-2018),2014-2018,2014,2018,48,31,10,884,120,120,42.09,819,107.93,2,3,2,India,1,0,1,1
J Srinath (1991-2003),1991-2003,1991,2003,229,121,38,883,53,53,10.63,1109,79.62,0,1,19,India,1,0,0,0
Yashpal Sharma (1978-1985),1978-1985,1978,1985,42,40,9,883,89,89,28.48,1401,63.02,0,4,0,India,1,0,0,0
HK Badani (2000-2004),2000-2004,2000,2004,40,36,10,867,100,100,33.34,1180,73.47,1,4,1,India,1,0,0,0
YK Pathan (2008-2012),2008-2012,2008,2012,57,41,11,810,123*,123,27.00,713,113.60,2,3,7,India,1,0,0,1
R Lamba (1986-1989),1986-1989,1986,1989,32,31,2,783,102,102,27.00,1166,67.15,1,6,2,India,1,0,0,0
Z Khan (2000-2012),2000-2012,2000,2012,194,96,31,753,34*,34,11.58,1041,72.33,0,0,14,India,1,0,0,0
PA Patel (2003-2012),2003-2012,2003,2012,38,34,3,736,95,95,23.74,962,76.50,0,4,2,India,1,0,0,0
R Ashwin (2010-2017),2010-2017,2010,2017,111,61,19,675,65,65,16.07,776,86.98,0,1,6,India,1,0,0,0
HH Pandya (2016-2018),2016-2018,2016,2018,42,27,4,670,83,83,29.13,585,114.52,0,4,2,India,1,0,0,1
S Ramesh (1999-1999),1999-1999,1999,1999,24,24,1,646,82,82,28.08,1092,59.15,0,6,3,India,1,0,0,0
RMH Binny (1980-1987),1980-1987,1980,1987,72,49,10,629,57,57,16.12,1046,60.13,0,1,4,India,1,0,0,0
WV Raman (1988-1996),1988-1996,1988,1996,27,27,1,617,114,114,23.73,1109,55.63,1,3,6,India,1,0,0,0
SB Joshi (1996-2001),1996-2001,1996,2001,69,45,11,584,61*,61,17.17,653,89.43,0,1,4,India,1,0,0,0
KS More (1984-1993),1984-1993,1984,1993,94,65,22,563,42*,42,13.09,808,69.67,0,0,5,India,1,0,0,0
PK Amre (1991-1994),1991-1994,1991,1994,37,30,5,513,84*,84,20.52,799,64.20,0,2,1,India,1,0,0,0
AO Malhotra (1982-1986),1982-1986,1982,1986,20,19,4,457,65,65,30.46,645,70.85,0,1,0,India,1,0,0,0
C Sharma (1983-1994),1983-1994,1983,1994,65,35,16,456,101*,101,24.00,504,90.47,1,0,3,India,1,0,0,1
B Kumar (2012-2018),2012-2018,2012,2018,95,44,14,440,53*,53,14.66,598,73.57,0,1,7,India,1,0,0,0
MK Pandey (2015-2018),2015-2018,2015,2018,23,18,6,440,104*,104,36.66,479,91.85,1,2,2,India,1,0,0,0
GR Viswanath (1974-1982),1974-1982,1974,1982,25,23,1,439,75,75,19.95,830,52.89,0,2,1,India,1,0,0,0
AK Sharma (1988-1993),1988-1993,1988,1993,31,27,6,424,59*,59,20.19,469,90.40,0,3,2,India,1,0,0,0
S Madan Lal (1974-1987),1974-1987,1974,1987,67,35,14,401,53*,53,19.09,645,62.17,0,1,1,India,1,0,0,0
SMH Kirmani (1976-1986),1976-1986,1976,1986,49,31,13,373,48*,48,20.72,616,60.55,0,0,2,India,1,0,0,0
SS Karim (1997-2000),1997-2000,1997,2000,34,27,4,362,55,55,15.73,560,64.64,0,1,2,India,1,0,0,0
HH Kanitkar (1997-2000),1997-2000,1997,2000,34,27,8,339,57,57,17.84,512,66.21,0,1,2,India,1,0,0,0
M Vijay (2010-2015),2010-2015,2010,2015,17,16,0,339,72,72,21.18,506,66.99,0,1,0,India,1,0,0,0
KL Rahul (2016-2018),2016-2018,2016,2018,13,12,3,317,100*,100,35.22,393,80.66,1,2,1,India,1,0,0,0
N Chopra (1998-2000),1998-2000,1998,2000,39,26,6,310,61,61,15.50,498,62.24,0,1,1,India,1,0,0,0
P Kumar (2007-2012),2007-2012,2007,2012,68,33,12,292,54*,54,13.90,331,88.21,0,1,2,India,1,0,0,0
CS Pandit (1986-1992),1986-1992,1986,1992,36,23,9,290,33*,33,20.71,400,72.50,0,0,2,India,1,0,0,0
MK Tiwary (2008-2015),2008-2015,2008,2015,12,12,1,287,104*,104,26.09,403,71.21,1,1,0,India,1,0,0,0
RS Sodhi (2000-2002),2000-2002,2000,2002,18,14,3,280,67,67,25.45,381,73.49,0,2,0,India,1,0,0,0
KBJ Azad (1980-1986),1980-1986,1980,1986,25,21,2,269,39*,39,14.15,400,67.25,0,0,3,India,1,0,0,0
AD Gaekwad (1975-1987),1975-1987,1975,1987,15,14,1,269,78*,78,20.69,509,52.84,0,1,2,India,1,0,0,0
SS Dighe (2000-2001),2000-2001,2000,2001,23,17,6,256,94*,94,23.27,421,60.80,0,1,1,India,1,0,0,0
BP Patel (1974-1979),1974-1979,1974,1979,10,9,1,243,82,82,30.37,399,60.90,0,1,0,India,1,0,0,0
STR Binny (2014-2015),2014-2015,2014,2015,14,11,3,230,77,77,28.75,246,93.49,0,1,1,India,1,0,0,0
BKV Prasad (1994-2001),1994-2001,1994,2001,161,63,31,221,19,19,6.90,367,60.21,0,0,8,India,1,0,0,0
Y Venugopal Rao (2005-2006),2005-2006,2005,2006,16,11,2,218,61*,61,24.22,363,60.05,0,1,2,India,1,0,0,0
V Dahiya (2000-2001),2000-2001,2000,2001,19,15,2,216,51,51,16.61,267,80.89,0,1,2,India,1,0,0,0
SS Iyer (2017-2018),2017-2018,2017,2018,6,5,0,210,88,88,42.00,218,96.33,0,2,0,India,1,0,0,0
V Rathour (1996-1997),1996-1997,1996,1997,7,7,0,193,54,54,27.57,331,58.30,0,2,0,India,1,0,0,0
AR Patel (2014-2017),2014-2017,2014,2017,38,20,6,181,38,38,12.92,190,95.26,0,0,3,India,1,0,0,0
SB Bangar (2002-2004),2002-2004,2002,2004,15,15,2,180,57*,57,13.84,239,75.31,0,1,3,India,1,0,0,0
SC Khanna (1979-1984),1979-1984,1979,1984,10,10,2,176,56,56,22.00,265,66.41,0,2,1,India,1,0,0,0
GAHM Parkar (1982-1984),1982-1984,1982,1984,10,10,1,165,42,42,18.33,332,49.69,0,0,0,India,1,0,0,0
RR Powar (2004-2007),2004-2007,2004,2007,31,19,5,163,54,54,11.64,260,62.69,0,1,0,India,1,0,0,0
AC Bedade (1994-1994),1994-1994,1994,1994,13,10,3,158,51,51,22.57,183,86.33,0,1,0,India,1,0,0,0
JJ Martin (1999-2001),1999-2001,1999,2001,10,8,1,158,39,39,22.57,331,47.73,0,0,1,India,1,0,0,0
CPS Chauhan (1978-1981),1978-1981,1978,1981,7,7,0,153,46,46,21.85,301,50.83,0,0,0,India,1,0,0,0
RS Gavaskar (2004-2004),2004-2004,2004,2004,11,10,2,151,54,54,18.87,234,64.52,0,1,0,India,1,0,0,0
AR Khurasiya (1999-2001),1999-2001,1999,2001,12,11,0,149,57,57,13.54,188,79.25,0,1,1,India,1,0,0,0
A Nehra (2001-2011),2001-2011,2001,2011,117,45,21,140,24,24,5.83,244,57.37,0,0,9,India,1,0,0,0
R Vijay Bharadwaj (1999-2002),1999-2002,1999,2002,10,9,4,136,41*,41,27.20,194,70.10,0,0,1,India,1,0,0,0
RK Chauhan (1993-1997),1993-1997,1993,1997,35,18,5,132,32,32,10.15,171,77.19,0,0,4,India,1,0,0,0
MSK Prasad (1998-1999),1998-1999,1998,1999,17,11,2,131,63,63,14.55,225,58.22,0,1,2,India,1,0,0,0
M Kartik (2002-2007),2002-2007,2002,2007,37,14,5,126,32*,32,14.00,178,70.78,0,0,1,India,1,0,0,0
J Arun Lal (1982-1989),1982-1989,1982,1989,13,13,0,122,51,51,9.38,232,52.58,0,1,4,India,1,0,0,0
L Balaji (2002-2009),2002-2009,2002,2009,30,16,6,120,21*,21,12.00,152,78.94,0,0,2,India,1,0,0,0
V Yadav (1992-1994),1992-1994,1992,1994,19,12,2,118,34*,34,11.80,116,101.72,0,0,2,India,1,0,0,0
Arshad Ayub (1987-1990),1987-1990,1987,1990,32,17,7,116,31*,31,11.60,162,71.60,0,0,1,India,1,0,0,0
Mohammed Shami (2013-2018),2013-2018,2013,2018,52,24,13,116,25,25,10.54,134,86.56,0,0,4,India,1,0,0,0
GK Khoda (1998-1998),1998-1998,1998,1998,2,2,0,115,89,89,57.50,185,62.16,0,1,0,India,1,0,0,0
FM Engineer (1974-1975),1974-1975,1974,1975,5,4,1,114,54*,54,38.00,195,58.46,0,1,0,India,1,0,0,0
KD Ghavri (1975-1981),1975-1981,1975,1981,19,16,6,114,20,20,11.40,194,58.76,0,0,1,India,1,0,0,0
RP Singh (2005-2011),2005-2011,2005,2011,58,20,10,104,23,23,10.40,242,42.97,0,0,3,India,1,0,0,0
S Amarnath (1978-1978),1978-1978,1978,1978,3,3,0,100,62,62,33.33,119,84.03,0,1,0,India,1,0,0,0
S Abid Ali (1974-1975),1974-1975,1974,1975,5,3,0,93,70,70,31.00,132,70.45,0,1,0,India,1,0,0,0
A Ratra (2002-2002),2002-2002,2002,2002,12,8,1,90,30,30,12.85,127,70.86,0,0,0,India,1,0,0,0
VB Chandrasekhar (1988-1990),1988-1990,1988,1990,7,7,0,88,53,53,12.57,162,54.32,0,1,0,India,1,0,0,0
R Vinay Kumar (2010-2013),2010-2013,2010,2013,31,13,4,86,27*,27,9.55,146,58.90,0,0,2,India,1,0,0,0
S Sriram (2000-2004),2000-2004,2000,2004,8,7,1,81,57,57,13.50,135,60.00,0,1,1,India,1,0,0,0
Jai P Yadav (2002-2005),2002-2005,2002,2005,12,7,3,81,69,69,20.25,123,65.85,0,1,2,India,1,0,0,0
SK Sharma (1988-1990),1988-1990,1988,1990,23,12,4,80,28,28,10.00,135,59.25,0,0,2,India,1,0,0,0
S Badrinath (2008-2011),2008-2011,2008,2011,7,6,1,79,27*,27,15.80,172,45.93,0,0,0,India,1,0,0,0
UT Yadav (2010-2018),2010-2018,2010,2018,75,24,14,79,18*,18,7.90,134,58.95,0,0,4,India,1,0,0,0
MM Patel (2006-2011),2006-2011,2006,2011,70,27,16,74,15,15,6.72,112,66.07,0,0,4,India,1,0,0,0
AL Wadekar (1974-1974),1974-1974,1974,1974,2,2,0,73,67,67,36.50,90,81.11,0,1,0,India,1,0,0,0
I Sharma (2007-2016),2007-2016,2007,2016,80,28,13,72,13,13,4.80,203,35.46,0,0,5,India,1,0,0,0
S Viswanath (1985-1988),1985-1988,1985,1988,22,12,4,72,23*,23,9.00,139,51.79,0,0,0,India,1,0,0,0
Kuldeep Yadav (2017-2018),2017-2018,2017,2018,33,12,9,60,19,19,20.00,100,60.00,0,0,1,India,1,0,0,0
FY Fazal (2016-2016),2016-2016,2016,2016,1,1,1,55,55*,55,-,61,90.16,0,1,0,India,1,0,0,0
JV Paranjpe (1998-1998),1998-1998,1998,1998,4,4,1,54,27,27,18.00,91,59.34,0,0,0,India,1,0,0,0
S Venkataraghavan (1974-1983),1974-1983,1974,1983,15,9,4,54,26*,26,10.80,126,42.85,0,0,2,India,1,0,0,0
D Dasgupta (2001-2001),2001-2001,2001,2001,5,4,1,51,24*,24,17.00,82,62.19,0,0,1,India,1,0,0,0
A Mithun (2010-2011),2010-2011,2010,2011,5,3,0,51,24,24,17.00,55,92.72,0,0,0,India,1,0,0,0
CA Pujara (2013-2014),2013-2014,2013,2014,5,5,0,51,27,27,10.20,130,39.23,0,0,2,India,1,0,0,0
BS Sandhu (1982-1984),1982-1984,1982,1984,22,7,3,51,16*,16,12.75,97,52.57,0,0,2,India,1,0,0,0
ST Banerjee (1991-1992),1991-1992,1991,1992,6,5,3,49,25*,25,24.50,42,116.66,0,0,0,India,1,0,0,0
DJ Gandhi (1999-2000),1999-2000,1999,2000,3,3,0,49,30,30,16.33,97,50.51,0,0,0,India,1,0,0,0
Maninder Singh (1983-1993),1983-1993,1983,1993,59,18,14,49,8*,8,12.25,90,54.44,0,0,1,India,1,0,0,0
SS Tiwary (2010-2010),2010-2010,2010,2010,3,2,2,49,37*,37,-,56,87.50,0,0,0,India,1,0,0,0
Sarandeep Singh (2002-2003),2002-2003,2002,2003,5,4,1,47,19,19,15.66,73,64.38,0,0,0,India,1,0,0,0
KK Nair (2016-2016),2016-2016,2016,2016,2,2,0,46,39,39,23.00,88,52.27,0,0,0,India,1,0,0,0
PP Ojha (2008-2012),2008-2012,2008,2012,18,10,8,46,16*,16,23.00,112,41.07,0,0,0,India,1,0,0,0
AV Mankad (1974-1974),1974-1974,1974,1974,1,1,0,44,44,44,44.00,61,72.13,0,0,0,India,1,0,0,0
S Sreesanth (2005-2011),2005-2011,2005,2011,53,21,10,44,10*,10,4.00,121,36.36,0,0,3,India,1,0,0,0
AR Kapoor (1995-2000),1995-2000,1995,2000,17,6,0,43,19,19,7.16,63,68.25,0,0,3,India,1,0,0,0
A Mishra (2003-2016),2003-2016,2003,2016,36,11,3,43,14,14,5.37,82,52.43,0,0,2,India,1,0,0,0
RR Pant (2018-2018),2018-2018,2018,2018,3,2,0,41,24,24,20.50,31,132.25,0,0,0,India,1,0,0,0
WP Saha (2010-2014),2010-2014,2010,2014,9,5,2,41,16,16,13.66,56,73.21,0,0,0,India,1,0,0,0
SS Das (2001-2002),2001-2002,2001,2002,4,4,1,39,30,30,13.00,77,50.64,0,0,0,India,1,0,0,0
PP Chawla (2007-2011),2007-2011,2007,2011,25,12,5,38,13*,13,5.42,58,65.51,0,0,1,India,1,0,0,0
SS Naik (1974-1974),1974-1974,1974,1974,2,2,0,38,20,20,19.00,68,55.88,0,0,0,India,1,0,0,0
Joginder Sharma (2004-2007),2004-2007,2004,2007,4,3,2,35,29*,29,35.00,30,116.66,0,0,0,India,1,0,0,0
SA Ankola (1989-1997),1989-1997,1989,1997,20,13,4,34,9,9,3.77,42,80.95,0,0,5,India,1,0,0,0
RR Kulkarni (1983-1987),1983-1987,1983,1987,10,5,3,33,15,15,16.50,39,84.61,0,0,0,India,1,0,0,0
AS Wassan (1990-1991),1990-1991,1990,1991,9,6,2,33,16,16,8.25,56,58.92,0,0,1,India,1,0,0,0
SLV Raju (1990-1996),1990-1996,1990,1996,53,16,8,32,8,8,4.00,67,47.76,0,0,4,India,1,0,0,0
BS Bedi (1974-1979),1974-1979,1974,1979,10,7,2,31,13,13,6.20,70,44.28,0,0,1,India,1,0,0,0
MM Sharma (2013-2015),2013-2015,2013,2015,26,9,5,31,11,11,7.75,66,46.96,0,0,1,India,1,0,0,0
DS Mohanty (1997-2001),1997-2001,1997,2001,45,11,6,28,18*,18,5.60,57,49.12,0,0,3,India,1,0,0,0
DS Kulkarni (2014-2016),2014-2016,2014,2016,12,2,2,27,25*,25,-,28,96.42,0,0,0,India,1,0,0,0
ED Solkar (1974-1976),1974-1976,1974,1976,7,6,0,27,13,13,4.50,79,34.17,0,0,1,India,1,0,0,0
A Kuruvilla (1997-1997),1997-1997,1997,1997,25,11,4,26,7,7,3.71,43,60.46,0,0,1,India,1,0,0,0
SV Bahutule (1997-2003),1997-2003,1997,2003,8,4,1,23,11,11,7.66,29,79.31,0,0,0,India,1,0,0,0
V Razdan (1989-1990),1989-1990,1989,1990,3,3,1,23,18,18,11.50,27,85.18,0,0,0,India,1,0,0,0
SN Thakur (2017-2018),2017-2018,2017,2018,5,2,1,22,22*,22,22.00,16,137.50,0,0,1,India,1,0,0,0
B Arun (1986-1987),1986-1987,1986,1987,4,3,1,21,8,8,10.50,32,65.62,0,0,0,India,1,0,0,0
AB Dinda (2010-2013),2010-2013,2010,2013,13,5,0,21,16,16,4.20,36,58.33,0,0,2,India,1,0,0,0
PH Sharma (1976-1976),1976-1976,1976,1976,2,2,0,20,14,14,10.00,39,51.28,0,0,0,India,1,0,0,0
T Kumaran (1999-2000),1999-2000,1999,2000,8,3,0,19,8,8,6.33,27,70.37,0,0,0,India,1,0,0,0
LR Shukla (1999-1999),1999-1999,1999,1999,3,2,0,18,13,13,9.00,19,94.73,0,0,0,India,1,0,0,0
YS Chahal (2016-2018),2016-2018,2016,2018,34,4,1,16,12,12,5.33,28,57.14,0,0,0,India,1,0,0,0
S Somasunder (1996-1996),1996-1996,1996,1996,2,2,0,16,9,9,8.00,63,25.39,0,0,0,India,1,0,0,0
PS Vaidya (1995-1996),1995-1996,1995,1996,4,2,0,15,12,12,7.50,12,125.00,0,0,0,India,1,0,0,0
GK Bose (1974-1974),1974-1974,1974,1974,1,1,0,13,13,13,13.00,18,72.22,0,0,0,India,1,0,0,0
Gurkeerat Singh (2016-2016),2016-2016,2016,2016,3,3,1,13,8,8,6.50,13,100.00,0,0,0,India,1,0,0,0
DL Chahar (2018-2018),2018-2018,2018,2018,1,1,0,12,12,12,12.00,14,85.71,0,0,0,India,1,0,0,0
R Dhawan (2016-2016),2016-2016,2016,2016,3,2,1,12,9,9,12.00,13,92.30,0,0,0,India,1,0,0,0
JJ Bumrah (2016-2018),2016-2018,2016,2018,44,6,2,11,10*,10,2.75,34,32.35,0,0,3,India,1,0,0,0
BS Chandrasekhar (1976-1976),1976-1976,1976,1976,1,1,1,11,11*,11,-,13,84.61,0,0,0,India,1,0,0,0
NM Kulkarni (1997-1998),1997-1998,1997,1998,10,5,3,11,5*,5,5.50,20,55.00,0,0,1,India,1,0,0,0
B Reddy (1978-1981),1978-1981,1978,1981,3,2,2,11,8*,8,-,20,55.00,0,0,0,India,1,0,0,0
G Sharma (1985-1987),1985-1987,1985,1987,11,2,0,11,7,7,5.50,24,45.83,0,0,0,India,1,0,0,0
W Jaffer (2006-2006),2006-2006,2006,2006,2,2,0,10,10,10,5.00,23,43.47,0,0,1,India,1,0,0,0
AV Kale (2003-2003),2003-2003,2003,2003,1,1,0,10,10,10,10.00,22,45.45,0,0,0,India,1,0,0,0
TE Srinivasan (1980-1981),1980-1981,1980,1981,2,2,0,10,6,6,5.00,35,28.57,0,0,0,India,1,0,0,0
NA David (1997-1997),1997-1997,1997,1997,4,2,2,9,8*,8,-,10,90.00,0,0,0,India,1,0,0,0
DR Doshi (1980-1982),1980-1982,1980,1982,15,5,2,9,5*,5,3.00,20,45.00,0,0,2,India,1,0,0,0
LS Rajput (1985-1987),1985-1987,1985,1987,4,4,1,9,8,8,3.00,31,29.03,0,0,2,India,1,0,0,0
VR Aaron (2011-2014),2011-2014,2011,2014,9,3,2,8,6*,6,8.00,15,53.33,0,0,1,India,1,0,0,0
P Dharmani (1996-1996),1996-1996,1996,1996,1,1,0,8,8,8,8.00,8,100.00,0,0,0,India,1,0,0,0
ND Hirwani (1988-1992),1988-1992,1988,1992,18,7,3,8,4,4,2.00,29,27.58,0,0,2,India,1,0,0,0
SS Raul (1998-1998),1998-1998,1998,1998,2,2,0,8,8,8,4.00,14,57.14,0,0,1,India,1,0,0,0
RL Sanghvi (1998-1998),1998-1998,1998,1998,10,2,0,8,8,8,4.00,11,72.72,0,0,1,India,1,0,0,0
VRV Singh (2006-2006),2006-2006,2006,2006,2,1,0,8,8,8,8.00,13,61.53,0,0,0,India,1,0,0,0
PL Mhambrey (1996-1998),1996-1998,1996,1998,3,1,1,7,7*,7,-,5,140.00,0,0,0,India,1,0,0,0
